team_name,team_abbrev,player_name,position_name,age,height,weight,experience,college,salary,birth_place,birthdate,status,player_url,section_title,depth_label
Philadelphia 76ers,phi,Quentin Grimes,SG,25,"6' 4""",210 lbs,,Houston,"$4,296,615",,,,https://www.espn.com/nba/player/_/id/4397014/quentin-grimes,Team Roster,Roster
Philadelphia 76ers,phi,Jalen Hood-Schifino,G,22,"6' 5""",210 lbs,,Indiana,"$3,879,840",,,,https://www.espn.com/nba/player/_/id/4433626/jalen-hood-schifino,Team Roster,Roster
Philadelphia 76ers,phi,Kyle Lowry,PG,39,"6' 0""",196 lbs,,Villanova,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3012/kyle-lowry,Team Roster,Roster
Philadelphia 76ers,phi,Tyrese Maxey,PG,24,"6' 2""",200 lbs,,Kentucky,"$35,147,000",,,,https://www.espn.com/nba/player/_/id/4431678/tyrese-maxey,Team Roster,Roster
Philadelphia 76ers,phi,Jared McCain,G,21,"6' 3""",195 lbs,,Duke,"$4,032,240",,,,https://www.espn.com/nba/player/_/id/4683778/jared-mccain,Team Roster,Roster
Philadelphia 76ers,phi,Isaiah Mobley,F,25,"6' 8""",238 lbs,,USC,--,,,,https://www.espn.com/nba/player/_/id/4432815/isaiah-mobley,Team Roster,Roster
Philadelphia 76ers,phi,Kelly Oubre Jr.,SG,29,"6' 8""",203 lbs,,Kansas,"$7,983,000",,,,https://www.espn.com/nba/player/_/id/3133603/kelly-oubre-jr,Team Roster,Roster
Philadelphia 76ers,phi,Alex Reese,F,26,"6' 9""",245 lbs,,Alabama,--,,,,https://www.espn.com/nba/player/_/id/4277812/alex-reese,Team Roster,Roster
Philadelphia 76ers,phi,Lonnie Walker IV,G,26,"6' 4""",205 lbs,,Miami,"$780,932",,,,https://www.espn.com/nba/player/_/id/4277890/lonnie-walker-iv,Team Roster,Roster
Philadelphia 76ers,phi,Guerschon Yabusele,F,29,"6' 8""",265 lbs,,--,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4017844/guerschon-yabusele,Team Roster,Roster
Phoenix Suns,phx,Grayson Allen,SG,29,"6' 4""",198 lbs,,Duke,"$15,625,000",,,,https://www.espn.com/nba/player/_/id/3135045/grayson-allen,Team Roster,Roster
Phoenix Suns,phx,Bradley Beal,SG,31,"6' 4""",207 lbs,,Florida,"$50,203,930",,,,https://www.espn.com/nba/player/_/id/6580/bradley-beal,Team Roster,Roster
Phoenix Suns,phx,Bol Bol,C,25,"7' 3""",220 lbs,,Oregon,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4397102/bol-bol,Team Roster,Roster
Phoenix Suns,phx,Devin Booker,SG,28,"6' 6""",206 lbs,,Kentucky,"$49,205,800",,,,https://www.espn.com/nba/player/_/id/3136193/devin-booker,Team Roster,Roster
Phoenix Suns,phx,Jalen Bridges,F,24,"6' 8""",225 lbs,,Baylor,--,,,,https://www.espn.com/nba/player/_/id/4432946/jalen-bridges,Team Roster,Roster
Phoenix Suns,phx,Ryan Dunn,F,22,"6' 8""",216 lbs,,Virginia,"$2,538,240",,,,https://www.espn.com/nba/player/_/id/4888725/ryan-dunn,Team Roster,Roster
Phoenix Suns,phx,Kevin Durant,PF,36,"6' 11""",240 lbs,,Texas,"$51,179,021",,,,https://www.espn.com/nba/player/_/id/3202/kevin-durant,Team Roster,Roster
Phoenix Suns,phx,Collin Gillespie,G,25,"6' 1""",195 lbs,,Villanova,--,,,,https://www.espn.com/nba/player/_/id/4278585/collin-gillespie,Team Roster,Roster
Phoenix Suns,phx,Oso Ighodaro,C,22,"7' 0""",235 lbs,,Marquette,"$1,157,153",,,,https://www.espn.com/nba/player/_/id/4601023/oso-ighodaro,Team Roster,Roster
Phoenix Suns,phx,Tyus Jones,PG,29,"6' 1""",196 lbs,,Duke,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3135046/tyus-jones,Team Roster,Roster
Phoenix Suns,phx,Damion Lee,SG,32,"6' 6""",210 lbs,,Louisville,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/2595209/damion-lee,Team Roster,Roster
Phoenix Suns,phx,Cody Martin,SF,29,"6' 6""",205 lbs,,Nevada,"$8,120,000",,,,https://www.espn.com/nba/player/_/id/3138161/cody-martin,Team Roster,Roster
Phoenix Suns,phx,Vasilije Micic,G,31,"6' 3""",188 lbs,,--,"$7,723,000",,,,https://www.espn.com/nba/player/_/id/3102532/vasilije-micic,Team Roster,Roster
Phoenix Suns,phx,Monte Morris,PG,29,"6' 2""",183 lbs,,Iowa State,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3059310/monte-morris,Team Roster,Roster
Phoenix Suns,phx,Royce O'Neale,PF,32,"6' 6""",226 lbs,,Baylor,"$9,821,429",,,,https://www.espn.com/nba/player/_/id/2583632/royce-oneale,Team Roster,Roster
Phoenix Suns,phx,Mason Plumlee,C,35,"6' 10""",254 lbs,,Duke,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/2488653/mason-plumlee,Team Roster,Roster
Phoenix Suns,phx,Nick Richards,C,27,"7' 0""",245 lbs,,Kentucky,"$5,000,000",,,,https://www.espn.com/nba/player/_/id/4278076/nick-richards,Team Roster,Roster
Phoenix Suns,phx,TyTy Washington Jr.,G,23,"6' 3""",195 lbs,,Kentucky,--,,,,https://www.espn.com/nba/player/_/id/4683749/tyty-washington-jr,Team Roster,Roster
Portland Trail Blazers,por,Deni Avdija,SF,24,"6' 9""",240 lbs,,--,"$15,625,000",,,,https://www.espn.com/nba/player/_/id/4683021/deni-avdija,Team Roster,Roster
Portland Trail Blazers,por,Deandre Ayton,C,26,"7' 0""",252 lbs,,Arizona,"$34,005,126",,,,https://www.espn.com/nba/player/_/id/4278129/deandre-ayton,Team Roster,Roster
Portland Trail Blazers,por,Dalano Banton,G,25,"6' 8""",203 lbs,,Nebraska,"$2,196,970",,,,https://www.espn.com/nba/player/_/id/4397885/dalano-banton,Team Roster,Roster
Portland Trail Blazers,por,Toumani Camara,F,25,"6' 7""",229 lbs,,Dayton,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/4431736/toumani-camara,Team Roster,Roster
Portland Trail Blazers,por,Sidy Cissoko,G,21,"6' 6""",200 lbs,,--,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/5081727/sidy-cissoko,Team Roster,Roster
Portland Trail Blazers,por,Donovan Clingan,C,21,"7' 2""",280 lbs,,UConn,"$6,586,440",,,,https://www.espn.com/nba/player/_/id/5105565/donovan-clingan,Team Roster,Roster
Portland Trail Blazers,por,Jerami Grant,SF,31,"6' 7""",210 lbs,,Syracuse,"$29,793,104",,,,https://www.espn.com/nba/player/_/id/2991070/jerami-grant,Team Roster,Roster
Portland Trail Blazers,por,Scoot Henderson,G,21,"6' 3""",206 lbs,,--,"$10,259,160",,,,https://www.espn.com/nba/player/_/id/4683678/scoot-henderson,Team Roster,Roster
Portland Trail Blazers,por,Bryce McGowens,G,22,"6' 6""",190 lbs,,Nebraska,"$2,019,699",,,,https://www.espn.com/nba/player/_/id/4576086/bryce-mcgowens,Team Roster,Roster
Portland Trail Blazers,por,Justin Minaya,F,26,"6' 5""",205 lbs,,Providence,--,,,,https://www.espn.com/nba/player/_/id/4278111/justin-minaya,Team Roster,Roster
Portland Trail Blazers,por,Kris Murray,F,24,"6' 8""",216 lbs,,Iowa,"$2,990,040",,,,https://www.espn.com/nba/player/_/id/4594326/kris-murray,Team Roster,Roster
Portland Trail Blazers,por,Duop Reath,C,28,"6' 9""",245 lbs,,LSU,"$2,048,780",,,,https://www.espn.com/nba/player/_/id/4066268/duop-reath,Team Roster,Roster
Portland Trail Blazers,por,Rayan Rupert,G,21,"6' 6""",195 lbs,,--,"$1,891,857",,,,https://www.espn.com/nba/player/_/id/5099752/rayan-rupert,Team Roster,Roster
Portland Trail Blazers,por,Shaedon Sharpe,SG,22,"6' 5""",208 lbs,,Kentucky,"$6,614,160",,,,https://www.espn.com/nba/player/_/id/4914336/shaedon-sharpe,Team Roster,Roster
Portland Trail Blazers,por,Anfernee Simons,SG,26,"6' 3""",200 lbs,,--,"$25,892,857",,,,https://www.espn.com/nba/player/_/id/4351851/anfernee-simons,Team Roster,Roster
Portland Trail Blazers,por,Matisse Thybulle,SG,28,"6' 5""",201 lbs,,Washington,"$11,025,160",,,,https://www.espn.com/nba/player/_/id/3907498/matisse-thybulle,Team Roster,Roster
Portland Trail Blazers,por,Jabari Walker,F,22,"6' 7""",237 lbs,,Colorado,"$2,019,699",,,,https://www.espn.com/nba/player/_/id/4432446/jabari-walker,Team Roster,Roster
Portland Trail Blazers,por,Robert Williams III,C,27,"6' 9""",249 lbs,,Texas A&M,"$12,428,571",,,,https://www.espn.com/nba/player/_/id/4066211/robert-williams-iii,Team Roster,Roster
Sacramento Kings,sac,Devin Carter,G,23,"6' 2""",195 lbs,,Providence,"$4,702,800",,,,https://www.espn.com/nba/player/_/id/4433188/devin-carter,Team Roster,Roster
Sacramento Kings,sac,Isaiah Crawford,F,24,"6' 6""",220 lbs,,Louisiana Tech,--,,,,https://www.espn.com/nba/player/_/id/4592857/isaiah-crawford,Team Roster,Roster
Sacramento Kings,sac,Jae Crowder,PF,34,"6' 6""",235 lbs,,Marquette,"$1,655,619",,,,https://www.espn.com/nba/player/_/id/6581/jae-crowder,Team Roster,Roster
Sacramento Kings,sac,Terence Davis,G,28,"6' 4""",201 lbs,,Ole Miss,--,,,,https://www.espn.com/nba/player/_/id/3919454/terence-davis,Team Roster,Roster
Sacramento Kings,sac,DeMar DeRozan,SF,35,"6' 6""",220 lbs,,USC,"$23,400,000",,,,https://www.espn.com/nba/player/_/id/3978/demar-derozan,Team Roster,Roster
Sacramento Kings,sac,Keon Ellis,G,25,"6' 4""",175 lbs,,Alabama,"$2,120,693",,,,https://www.espn.com/nba/player/_/id/4702177/keon-ellis,Team Roster,Roster
Sacramento Kings,sac,Markelle Fultz,PG,27,"6' 4""",209 lbs,,Washington,"$731,831",,,,https://www.espn.com/nba/player/_/id/4066636/markelle-fultz,Team Roster,Roster
Sacramento Kings,sac,Isaac Jones,C,25,"6' 9""",245 lbs,,Washington State,"$152,957",,,,https://www.espn.com/nba/player/_/id/5107818/isaac-jones,Team Roster,Roster
Sacramento Kings,sac,Mason Jones,G,26,"6' 4""",200 lbs,,Arkansas,--,,,,https://www.espn.com/nba/player/_/id/4395704/mason-jones,Team Roster,Roster
Sacramento Kings,sac,Jake LaRavia,F,23,"6' 7""",235 lbs,,Wake Forest,"$3,352,680",,,,https://www.espn.com/nba/player/_/id/4592691/jake-laravia,Team Roster,Roster
Sacramento Kings,sac,Zach LaVine,SG,30,"6' 5""",200 lbs,,UCLA,"$44,531,940",,,,https://www.espn.com/nba/player/_/id/3064440/zach-lavine,Team Roster,Roster
Sacramento Kings,sac,Trey Lyles,PF,29,"6' 9""",234 lbs,,Kentucky,"$8,000,000",,,,https://www.espn.com/nba/player/_/id/3136196/trey-lyles,Team Roster,Roster
Sacramento Kings,sac,Doug McDermott,SF,33,"6' 6""",225 lbs,,Creighton,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/2528588/doug-mcdermott,Team Roster,Roster
Sacramento Kings,sac,Malik Monk,SG,27,"6' 3""",200 lbs,,Kentucky,"$17,405,202",,,,https://www.espn.com/nba/player/_/id/4066262/malik-monk,Team Roster,Roster
Sacramento Kings,sac,Keegan Murray,SF,24,"6' 8""",225 lbs,,Iowa,"$8,809,560",,,,https://www.espn.com/nba/player/_/id/4594327/keegan-murray,Team Roster,Roster
Sacramento Kings,sac,Domantas Sabonis,PF,29,"6' 10""",240 lbs,,Gonzaga,"$40,500,000",,,,https://www.espn.com/nba/player/_/id/3155942/domantas-sabonis,Team Roster,Roster
Sacramento Kings,sac,Terry Taylor,F,25,"6' 5""",230 lbs,,Austin Peay,--,,,,https://www.espn.com/nba/player/_/id/4279815/terry-taylor,Team Roster,Roster
Sacramento Kings,sac,Jonas Valanciunas,C,33,"6' 11""",265 lbs,,--,"$9,900,000",,,,https://www.espn.com/nba/player/_/id/6477/jonas-valanciunas,Team Roster,Roster
San Antonio Spurs,sa,Harrison Barnes,SF,33,"6' 8""",225 lbs,,North Carolina,"$18,000,000",,,,https://www.espn.com/nba/player/_/id/6578/harrison-barnes,Team Roster,Roster
San Antonio Spurs,sa,Charles Bassey,C,24,"6' 10""",230 lbs,,Western Kentucky,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4397886/charles-bassey,Team Roster,Roster
San Antonio Spurs,sa,Bismack Biyombo,C,32,"6' 8""",255 lbs,,--,"$503,884",,,,https://www.espn.com/nba/player/_/id/6427/bismack-biyombo,Team Roster,Roster
San Antonio Spurs,sa,Malaki Branham,G,22,"6' 4""",180 lbs,,Ohio State,"$3,217,920",,,,https://www.espn.com/nba/player/_/id/4565201/malaki-branham,Team Roster,Roster
San Antonio Spurs,sa,Stephon Castle,G,20,"6' 6""",215 lbs,,UConn,"$9,131,760",,,,https://www.espn.com/nba/player/_/id/4845367/stephon-castle,Team Roster,Roster
San Antonio Spurs,sa,Julian Champagnie,F,23,"6' 7""",217 lbs,,St. John's,"$3,000,000",,,,https://www.espn.com/nba/player/_/id/4592479/julian-champagnie,Team Roster,Roster
San Antonio Spurs,sa,David Duke Jr.,G,25,"6' 4""",204 lbs,,Providence,--,,,,https://www.espn.com/nba/player/_/id/4397107/david-duke-jr,Team Roster,Roster
San Antonio Spurs,sa,De'Aaron Fox,PG,27,"6' 3""",185 lbs,,Kentucky,"$34,848,340",,,,https://www.espn.com/nba/player/_/id/4066259/deaaron-fox,Team Roster,Roster
San Antonio Spurs,sa,Harrison Ingram,F,22,"6' 5""",230 lbs,,North Carolina,--,,,,https://www.espn.com/nba/player/_/id/4433618/harrison-ingram,Team Roster,Roster
San Antonio Spurs,sa,Keldon Johnson,SF,25,"6' 5""",220 lbs,,Kentucky,"$19,000,000",,,,https://www.espn.com/nba/player/_/id/4395723/keldon-johnson,Team Roster,Roster
San Antonio Spurs,sa,Sandro Mamukelashvili,PF,26,"6' 9""",240 lbs,,Seton Hall,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4278580/sandro-mamukelashvili,Team Roster,Roster
San Antonio Spurs,sa,Jordan McLaughlin,PG,29,"6' 0""",185 lbs,,USC,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/3134916/jordan-mclaughlin,Team Roster,Roster
San Antonio Spurs,sa,Riley Minix,F,24,"6' 7""",230 lbs,,Morehead State,--,,,,https://www.espn.com/nba/player/_/id/5177362/riley-minix,Team Roster,Roster
San Antonio Spurs,sa,Chris Paul,PG,40,"6' 0""",175 lbs,,Wake Forest,"$10,460,000",,,,https://www.espn.com/nba/player/_/id/2779/chris-paul,Team Roster,Roster
San Antonio Spurs,sa,Jeremy Sochan,F,22,"6' 8""",230 lbs,,Baylor,"$5,570,040",,,,https://www.espn.com/nba/player/_/id/4610139/jeremy-sochan,Team Roster,Roster
San Antonio Spurs,sa,Devin Vassell,SG,24,"6' 5""",205 lbs,,Florida State,"$29,347,826",,,,https://www.espn.com/nba/player/_/id/4395630/devin-vassell,Team Roster,Roster
San Antonio Spurs,sa,Victor Wembanyama,C,21,"7' 3""",235 lbs,,--,"$12,768,960",,,,https://www.espn.com/nba/player/_/id/5104157/victor-wembanyama,Team Roster,Roster
San Antonio Spurs,sa,Blake Wesley,G,22,"6' 3""",185 lbs,,Notre Dame,"$2,624,280",,,,https://www.espn.com/nba/player/_/id/4683935/blake-wesley,Team Roster,Roster
Toronto Raptors,tor,Ochai Agbaji,G,25,"6' 5""",215 lbs,,Kansas,"$4,310,280",,,,https://www.espn.com/nba/player/_/id/4397018/ochai-agbaji,Team Roster,Roster
Toronto Raptors,tor,Scottie Barnes,SF,23,"6' 7""",237 lbs,,Florida State,"$10,130,980",,,,https://www.espn.com/nba/player/_/id/4433134/scottie-barnes,Team Roster,Roster
Toronto Raptors,tor,RJ Barrett,SG,25,"6' 6""",214 lbs,,Duke,"$25,794,643",,,,https://www.espn.com/nba/player/_/id/4395625/rj-barrett,Team Roster,Roster
Toronto Raptors,tor,Jamison Battle,F,24,"6' 7""",220 lbs,,Ohio State,"$1,000,000",,,,https://www.espn.com/nba/player/_/id/4431893/jamison-battle,Team Roster,Roster
Toronto Raptors,tor,Chris Boucher,PF,32,"6' 9""",200 lbs,,Oregon,"$10,810,000",,,,https://www.espn.com/nba/player/_/id/3948153/chris-boucher,Team Roster,Roster
Toronto Raptors,tor,Colin Castleton,C,25,"6' 10""",250 lbs,,Florida,--,,,,https://www.espn.com/nba/player/_/id/4397204/colin-castleton,Team Roster,Roster
Toronto Raptors,tor,Ulrich Chomche,C,19,"6' 11""",235 lbs,,--,--,,,,https://www.espn.com/nba/player/_/id/5211984/ulrich-chomche,Team Roster,Roster
Toronto Raptors,tor,Gradey Dick,G,21,"6' 6""",200 lbs,,Kansas,"$4,763,760",,,,https://www.espn.com/nba/player/_/id/5106258/gradey-dick,Team Roster,Roster
Toronto Raptors,tor,Brandon Ingram,SF,27,"6' 8""",190 lbs,,Duke,"$36,016,200",,,,https://www.espn.com/nba/player/_/id/3913176/brandon-ingram,Team Roster,Roster
Toronto Raptors,tor,A.J. Lawson,G,24,"6' 6""",179 lbs,,South Carolina,"$2,120,693",,,,https://www.espn.com/nba/player/_/id/4067017/aj-lawson,Team Roster,Roster
Toronto Raptors,tor,Jonathan Mogbo,F,23,"6' 9""",225 lbs,,San Francisco,"$1,862,265",,,,https://www.espn.com/nba/player/_/id/5107897/jonathan-mogbo,Team Roster,Roster
Toronto Raptors,tor,Eugene Omoruyi,F,28,"6' 7""",244 lbs,,Oregon,"$2,196,970",,,,https://www.espn.com/nba/player/_/id/4066410/eugene-omoruyi,Team Roster,Roster
Toronto Raptors,tor,Jakob Poeltl,C,29,"7' 0""",260 lbs,,Utah,"$19,500,000",,,,https://www.espn.com/nba/player/_/id/3134908/jakob-poeltl,Team Roster,Roster
Toronto Raptors,tor,Immanuel Quickley,SG,26,"6' 2""",190 lbs,,Kentucky,"$32,500,000",,,,https://www.espn.com/nba/player/_/id/4395724/immanuel-quickley,Team Roster,Roster
Toronto Raptors,tor,Jared Rhoden,G,25,"6' 5""",210 lbs,,Seton Hall,--,,,,https://www.espn.com/nba/player/_/id/4397119/jared-rhoden,Team Roster,Roster
Toronto Raptors,tor,Jamal Shead,G,22,"6' 1""",200 lbs,,Houston,"$1,862,265",,,,https://www.espn.com/nba/player/_/id/4432241/jamal-shead,Team Roster,Roster
Toronto Raptors,tor,Garrett Temple,SF,39,"6' 5""",195 lbs,,LSU,"$2,087,519",,,,https://www.espn.com/nba/player/_/id/4023/garrett-temple,Team Roster,Roster
Toronto Raptors,tor,Ja'Kobe Walter,G,20,"6' 5""",180 lbs,,Baylor,"$3,565,000",,,,https://www.espn.com/nba/player/_/id/4684272/jakobe-walter,Team Roster,Roster
Utah Jazz,utah,Jordan Clarkson,PG,33,"6' 3""",194 lbs,,Missouri,"$14,092,577",,,,https://www.espn.com/nba/player/_/id/2528426/jordan-clarkson,Team Roster,Roster
Utah Jazz,utah,Isaiah Collier,G,20,"6' 3""",210 lbs,,USC,"$2,520,120",,,,https://www.espn.com/nba/player/_/id/4683766/isaiah-collier,Team Roster,Roster
Utah Jazz,utah,John Collins,PF,27,"6' 9""",226 lbs,,Wake Forest,"$26,580,000",,,,https://www.espn.com/nba/player/_/id/3908845/john-collins,Team Roster,Roster
Utah Jazz,utah,Kyle Filipowski,F,21,"6' 11""",250 lbs,,Duke,"$3,000,000",,,,https://www.espn.com/nba/player/_/id/4684793/kyle-filipowski,Team Roster,Roster
Utah Jazz,utah,Keyonte George,G,21,"6' 4""",185 lbs,,Baylor,"$4,084,200",,,,https://www.espn.com/nba/player/_/id/4433627/keyonte-george,Team Roster,Roster
Utah Jazz,utah,Elijah Harkless,G,25,"6' 3""",195 lbs,,UNLV,--,,,,https://www.espn.com/nba/player/_/id/4397449/elijah-harkless,Team Roster,Roster
Utah Jazz,utah,Taylor Hendricks,F,21,"6' 9""",215 lbs,,UCF,"$5,848,680",,,,https://www.espn.com/nba/player/_/id/4684806/taylor-hendricks,Team Roster,Roster
Utah Jazz,utah,Johnny Juzang,G,24,"6' 5""",226 lbs,,UCLA,"$3,087,519",,,,https://www.espn.com/nba/player/_/id/4432817/johnny-juzang,Team Roster,Roster
Utah Jazz,utah,Walker Kessler,C,23,"7' 0""",245 lbs,,Auburn,"$2,965,920",,,,https://www.espn.com/nba/player/_/id/4433136/walker-kessler,Team Roster,Roster
Utah Jazz,utah,Lauri Markkanen,PF,28,"7' 0""",240 lbs,,Arizona,"$42,176,400",,,,https://www.espn.com/nba/player/_/id/4066336/lauri-markkanen,Team Roster,Roster
Utah Jazz,utah,KJ Martin,F,24,"6' 6""",215 lbs,,--,"$7,975,000",,,,https://www.espn.com/nba/player/_/id/4431828/kj-martin,Team Roster,Roster
Utah Jazz,utah,Svi Mykhailiuk,SG,28,"6' 7""",205 lbs,,Kansas,"$3,500,000",,,,https://www.espn.com/nba/player/_/id/3133602/svi-mykhailiuk,Team Roster,Roster
Utah Jazz,utah,Micah Potter,C,27,"6' 9""",248 lbs,,Wisconsin,--,,,,https://www.espn.com/nba/player/_/id/4066399/micah-potter,Team Roster,Roster
Utah Jazz,utah,Brice Sensabaugh,F,21,"6' 5""",235 lbs,,Ohio State,"$2,571,480",,,,https://www.espn.com/nba/player/_/id/5105839/brice-sensabaugh,Team Roster,Roster
Utah Jazz,utah,Collin Sexton,PG,26,"6' 3""",190 lbs,,Alabama,"$18,350,000",,,,https://www.espn.com/nba/player/_/id/4277811/collin-sexton,Team Roster,Roster
Utah Jazz,utah,Jaden Springer,G,22,"6' 4""",202 lbs,,Tennessee,"$634,437",,,,https://www.espn.com/nba/player/_/id/4432164/jaden-springer,Team Roster,Roster
Utah Jazz,utah,Oscar Tshiebwe,C,25,"6' 8""",255 lbs,,Kentucky,--,,,,https://www.espn.com/nba/player/_/id/4432827/oscar-tshiebwe,Team Roster,Roster
Utah Jazz,utah,Cody Williams,F,20,"6' 7""",190 lbs,,Colorado,"$5,485,080",,,,https://www.espn.com/nba/player/_/id/4895758/cody-williams,Team Roster,Roster
Washington Wizards,wsh,Saddiq Bey,SF,26,"6' 7""",215 lbs,,Villanova,"$6,440,678",,,,https://www.espn.com/nba/player/_/id/4397136/saddiq-bey,Team Roster,Roster
Washington Wizards,wsh,Malcolm Brogdon,PG,32,"6' 4""",229 lbs,,Virginia,"$22,500,000",,,,https://www.espn.com/nba/player/_/id/2566769/malcolm-brogdon,Team Roster,Roster
Washington Wizards,wsh,Bub Carrington,G,19,"6' 4""",190 lbs,,Pittsburgh,"$4,454,880",,,,https://www.espn.com/nba/player/_/id/4845374/bub-carrington,Team Roster,Roster
Washington Wizards,wsh,Justin Champagnie,SF,23,"6' 6""",206 lbs,,Pittsburgh,"$1,800,000",,,,https://www.espn.com/nba/player/_/id/4432907/justin-champagnie,Team Roster,Roster
Washington Wizards,wsh,Bilal Coulibaly,SG,20,"6' 8""",195 lbs,,--,"$6,945,240",,,,https://www.espn.com/nba/player/_/id/5104155/bilal-coulibaly,Team Roster,Roster
Washington Wizards,wsh,Kyshawn George,F,21,"6' 8""",200 lbs,,Miami,"$2,825,520",,,,https://www.espn.com/nba/player/_/id/5174563/kyshawn-george,Team Roster,Roster
Washington Wizards,wsh,Anthony Gill,PF,32,"6' 8""",230 lbs,,Virginia,"$2,237,691",,,,https://www.espn.com/nba/player/_/id/2581184/anthony-gill,Team Roster,Roster
Washington Wizards,wsh,Richaun Holmes,F,31,"6' 9""",235 lbs,,Bowling Green,"$12,648,321",,,,https://www.espn.com/nba/player/_/id/2993370/richaun-holmes,Team Roster,Roster
Washington Wizards,wsh,AJ Johnson,G,20,"6' 5""",160 lbs,,--,"$2,795,294",,,,https://www.espn.com/nba/player/_/id/5170947/aj-johnson,Team Roster,Roster
Washington Wizards,wsh,Colby Jones,G,23,"6' 6""",207 lbs,,Xavier,"$2,120,693",,,,https://www.espn.com/nba/player/_/id/4433378/colby-jones,Team Roster,Roster
Washington Wizards,wsh,Corey Kispert,SF,26,"6' 6""",224 lbs,,Gonzaga,"$5,705,888",,,,https://www.espn.com/nba/player/_/id/4280151/corey-kispert,Team Roster,Roster
Washington Wizards,wsh,Jaylen Martin,G,21,"6' 6""",216 lbs,,--,--,,,,https://www.espn.com/nba/player/_/id/4684737/jaylen-martin,Team Roster,Roster
Washington Wizards,wsh,Khris Middleton,SF,33,"6' 7""",222 lbs,,Texas A&M,"$31,666,676",,,,https://www.espn.com/nba/player/_/id/6609/khris-middleton,Team Roster,Roster
Washington Wizards,wsh,Jordan Poole,SG,26,"6' 4""",194 lbs,,Michigan,"$29,651,786",,,,https://www.espn.com/nba/player/_/id/4277956/jordan-poole,Team Roster,Roster
Washington Wizards,wsh,Alex Sarr,PF,20,"7' 0""",205 lbs,,--,"$11,245,680",,,,https://www.espn.com/nba/player/_/id/5160992/alex-sarr,Team Roster,Roster
Washington Wizards,wsh,Marcus Smart,PG,31,"6' 3""",220 lbs,,Oklahoma State,"$20,210,285",,,,https://www.espn.com/nba/player/_/id/2990992/marcus-smart,Team Roster,Roster
Washington Wizards,wsh,Erik Stevenson,G,26,"6' 4""",205 lbs,,West Virginia,--,,,,https://www.espn.com/nba/player/_/id/4396679/erik-stevenson,Team Roster,Roster
Washington Wizards,wsh,JT Thor,F,22,"6' 9""",203 lbs,,Auburn,"$1,988,598",,,,https://www.espn.com/nba/player/_/id/4702233/jt-thor,Team Roster,Roster
Washington Wizards,wsh,Tristan Vukcevic,PF,22,"7' 0""",220 lbs,,--,"$2,424,892",,,,https://www.espn.com/nba/player/_/id/4997537/tristan-vukcevic,Team Roster,Roster
